year,location,disaster_type,disaster_magnitude,weather,total_population,food_consumed,water_consumed,meds_consumed
2022,3,3,7.585286645670874,0.7344255643246643,396,367.64593202951824,695.3935381863355,67.43329494055322
2014,6,2,8.111099392029038,0.8301330153070798,695,702.2541356839287,1369.389840233823,235.49842036430994
2004,9,3,5.356046152393824,1.2774142646714695,396,425.74264228833243,603.4607102069183,106.79091283016264
2020,1,2,2.6356870884376944,1.565172149505919,698,634.7540846926944,1169.9286102996903,194.51549111111044
2013,5,4,3.042472612031453,0.6435935821165959,294,321.809245335203,566.9160823364504,59.287720143030974
2001,4,3,3.3655573923328337,0.9765420463207433,158,129.66474496964534,268.28830371740185,67.94852414180168
2010,8,3,5.750419846476924,1.9530119083615358,874,716.43335467044,1398.0315642499183,257.04535920987547
2018,1,1,1.2624769930288675,0.8935144501714185,848,809.4287895853689,1452.1127328845184,269.1232650656512
2006,9,2,6.088339750239746,0.9695752175947203,582,547.8885591117357,985.1957779340757,129.14834049921743
2005,6,4,3.914833907425856,1.7547477359270502,139,128.74920677441366,272.1214260019359,24.00855069108241
2001,4,1,3.3619344199171373,0.5753216475356828,345,343.7607272483096,648.9336798156843,46.35563357198924
2005,9,1,8.035972565825011,1.1969197532134563,161,149.4552427008652,282.1618022373925,62.08927267556458
2017,5,4,4.680019164646391,1.0694251466775053,862,755.8905302877981,1718.9877142569972,153.86158032597262
2001,5,1,1.7604243642615423,0.9748801398629767,638,589.3766289274109,1105.4235324770195,239.90723038898116
2017,5,2,7.613974144209976,0.9285493910671467,226,268.9313462620452,345.5808748826911,57.890030722644624
2014,1,2,1.3811300594920528,0.6370611572906137,392,378.06258378479225,639.405767075737,104.39348879517736
2018,1,3,6.813993793345573,0.9722387440274732,709,693.320543517024,1218.0869852377464,203.95873789191006
2001,8,1,7.191249774165321,0.5645786040735028,150,154.5926993970684,236.76769681095902,37.062510487652595
2019,8,3,3.8208208474308654,1.6714457954666528,807,963.0224000441124,1592.8425284717512,113.1801286474521
2024,6,1,7.598302850222294,1.0973416909370175,678,607.922266169379,1276.961776360225,151.77214687277177
2005,4,2,5.125275246851627,1.1658557484798675,653,700.3508872710717,1067.0957709396678,238.66741501325674
2000,2,2,4.7063492261823745,1.8403918796751975,450,488.8772448375104,807.931020041531,164.84119226439677
2023,2,2,1.3632262517495404,1.487082475791831,77,80.30559203722643,143.27579254871853,16.515708662991827
2014,9,1,3.320233549191247,0.5120886550131797,986,823.7352971526925,1943.0505119510515,280.0644759143521
2022,5,2,8.448079767082397,1.9147622344419275,586,627.4588614539839,1137.3191573083952,103.94403024599816
2009,4,1,4.134591706268,0.8557166989665668,107,88.34325363234832,188.06278409839445,19.70392508947697
2018,1,3,5.373604164454147,0.6614212771397883,547,568.0360117215174,1032.3674915133902,59.74270294336571
2016,7,1,5.256173431874014,1.6521922675713232,346,379.1580349274892,616.2510424121723,158.70972250723187
2004,3,3,5.723448718581547,1.2507159738000773,183,161.84299599338038,325.0724059391669,33.723727883483136
2003,6,1,1.490647645146261,1.1506558490270264,380,431.92654514650167,591.8009720842565,72.58514929434243
2009,5,3,3.8974100383898262,0.8742546195241127,298,242.01817361953414,465.79451104440665,63.12849077129972
2023,5,2,6.7850261910604335,1.321207234793478,599,681.3775621325301,1057.0953176992261,90.4269739782248
2016,5,3,2.6044820085838634,0.9115769078038811,951,935.9091708645078,1554.3436646375176,338.27560076219044
2009,1,2,2.6286270203708835,1.8523745079306013,990,878.1648242129312,1495.413266717932,128.75660945832428
2016,1,2,1.0807248535121978,0.8228067195997892,124,105.8353959917008,230.81603064181317,19.056440345786974
2019,3,3,4.499855412865678,1.8265327256836303,703,830.4699755241631,1065.919038736593,251.60559151713414
2023,4,1,8.061875045387376,1.3391081385910355,883,732.0654855336645,1587.3147253474401,208.2681311540456
2004,5,1,1.415207548698472,1.7427322008428616,217,190.88130885043836,384.0025266628136,83.1498713576632
2001,2,4,2.528949675968021,1.5692689937914324,820,770.0857299580391,1627.2140231368999,264.8353162518066
2005,8,1,3.4806763067420405,1.5450426671551227,552,578.5478546506154,961.642826459949,111.72947501198209
2020,2,4,6.853797892513703,0.9865187115425835,934,950.7376854591503,1430.7018707884313,336.54932230281304
2001,9,1,6.125084742420692,0.8508453972083052,404,343.50398837382994,717.4409694969053,59.18982673532951
2012,2,1,4.32755123665484,0.8163293415211822,274,250.95418701770834,526.2301753744059,86.19057798557132
2010,9,2,7.072551514067006,1.785787485589383,713,638.4920051137341,1424.8767698463332,195.9746395588439
2010,7,4,5.877048093255215,1.73064023038853,580,513.5419422417592,994.799520369831,120.14667121364626
2015,8,1,8.168326397257752,1.160860292018461,195,188.069258245439,323.7291273934324,66.612389823681
2010,2,4,7.544213993109544,0.6986069202446819,290,313.6676485006322,566.4647280580399,130.07469671147277
2018,7,2,3.0225088487136045,1.0733783779661876,933,827.5534343034725,1488.7144532140105,466.09123395158025
2014,6,2,3.1715086210736017,1.429015181205367,942,891.7646018720834,1702.8670189805084,323.2050112625223
2024,4,4,2.002851806339085,1.1816047317199292,393,375.8522194994307,669.2228843515562,102.91976344454555
2022,7,2,3.695717805739652,1.6702839027244925,798,950.084924195783,1213.3918636172666,151.68610638901157
2022,4,3,8.996351349752754,1.9964342333770781,84,99.2767895911367,140.5861159208393,17.038428603675758
2015,2,3,4.246009348920488,0.7866981326733453,751,841.1613298587235,1226.0933101997543,219.12827543618963
2010,7,2,2.763907477512851,1.1894762294893586,50,44.83317841638371,92.15227884858717,12.345554025614186
2021,8,3,7.099863075804424,1.146475852881233,202,167.0974149786069,398.82784026688375,94.03621342809551
2015,2,1,5.339768027701249,0.9567387991234262,478,442.99207113218347,781.0632777834944,118.21809341577166
2007,5,4,2.1968115962156203,0.7971432750804344,994,901.2775128548911,1894.2985717583858,247.88156943942516
2003,1,1,4.045517449286926,0.5985381747344889,557,558.3202682726167,850.9177090173471,141.15148937029008
2007,7,4,4.3157577243147465,1.8306789758355477,175,194.4409537047455,309.58558837848364,76.06341472573607
2003,8,2,7.030637604553749,1.1297730465294764,540,617.3977547978333,829.0485172016715,194.57027730293083
2023,6,1,1.1653709511352357,1.2453432777500733,531,604.249131741192,1044.4857591451846,183.5494638077328
2024,5,2,3.152157174386484,1.8754130723013738,394,371.88486844875547,741.9712022698059,92.06094032769668
2002,6,2,5.140770410524176,1.6644357162739216,961,1032.9728816262864,1757.6449323338065,410.5023655743898
2002,2,4,3.1507739396227468,0.6957518961757763,787,728.0802053806244,1504.7032261693055,90.77694355477473
2017,1,4,6.027472379351991,1.3481299514116136,270,222.57779866939973,492.41517240197203,121.04609461251623
2018,7,4,4.854939834196933,1.1633784147793387,964,1041.7235664164946,1913.0311994380083,294.1163613605393
2018,7,1,3.893682038876645,1.6958166088681441,968,778.2052283550219,1797.5556467665492,251.00249093911344
2020,2,3,8.593669014964098,1.5863488214179238,772,743.9555830071813,1514.9182232987473,230.72525628562136
2004,2,4,6.057275993491659,1.535608582866608,74,68.94962637134144,130.1338800043936,27.1554997038014
2017,1,4,2.03953097814353,1.0108172532198454,577,621.6315358901511,899.2730831452674,60.646260440330714
2009,8,1,5.480733579547164,1.7074455955988816,231,255.60108168305902,407.5045268243585,103.63139153674209
2021,8,4,7.245854825607208,0.5785869433922919,548,505.0575442049054,856.7631548892875,152.7253039482573
2020,1,1,6.667917579942379,0.7394373521482509,890,1000.9392171423679,1598.6595982335002,211.09608101322786
2005,8,2,2.376713834362075,1.0034349094668675,690,633.1210258993617,1201.4601058820435,107.15577611499977
2000,9,4,8.779359992320828,0.615211161603922,91,89.04627950351083,164.82718060139158,25.0965396266473
2004,4,4,4.590509165972848,0.8524914163020374,964,1051.53834401665,1450.8426448684288,287.78206060725654
2008,1,2,2.2722000299220904,1.745226474496877,530,570.8990885956551,846.6327302886715,138.5730992326173
2011,1,2,2.4415660330251834,1.922377306685119,979,1169.8534937574573,1709.0062464209882,363.6632927426129
2013,3,2,1.785879937512644,0.9569035336612857,897,798.3877754886764,1771.8008473727268,240.71767451881033
2001,5,4,7.4281448674794746,0.8967737059832573,797,848.7469508364189,1348.3682025815306,386.19992381748756
2016,5,3,1.9762439545747892,0.9198389783696403,921,961.4068150087963,1576.9233179976989,312.87383756621125
2013,9,3,2.0010020571339755,0.9165786310262658,488,569.0272183164539,906.3858457176158,206.41969303925265
2012,2,3,7.803772918086701,0.5538952732789595,451,389.0077303527355,812.6552667680196,64.82780492094999
2008,2,4,3.756832675580477,1.8903745194966621,595,654.92796293369,981.4305296542541,154.05532772112556
2024,6,2,1.2468632344645796,0.8205472123554927,394,404.7591339239579,671.9308299267833,92.48719774807127
2014,9,4,1.415162396147287,1.1300061111221074,942,857.0940997360827,1515.5366052617564,308.78096384986776
2024,1,2,2.1373635736311645,0.5145303241114516,94,93.03875277193374,186.4030085791198,41.777868354309604
2021,9,4,2.7071467838055163,1.7869326363725857,695,648.7898939854038,1087.8954475911826,91.27802453783787
2014,9,4,6.321169553907243,1.5967360166823759,70,72.2207752780769,118.01428745982469,9.032094345251902
2023,9,2,2.258610240014626,1.9201340527605548,683,789.2749668745668,1033.324009013134,300.6067978686561
2010,5,3,1.950995129416576,1.6724232187945987,119,122.29891725802081,191.69587977004602,22.031664095425818
2015,9,2,7.117753131810233,0.9705597680780979,913,961.1050271728685,1725.7850746705408,335.52868852507197
2016,4,1,6.368442270879315,0.8718100380926355,922,928.9142060159049,1475.7417820851733,292.41345521466496
2003,2,1,4.4825937716418895,1.5465744613299395,97,79.58522165008446,149.38307502265485,42.01627148162451
2000,6,2,5.394478171840832,1.0461691625157492,540,482.2974482852363,938.1023585580213,81.01920452466317
2007,4,4,3.495872162611348,1.3493225236289248,600,598.0804150636999,902.9907704203555,91.14791177342671
2016,6,1,4.860003361882885,0.5093862065397053,336,310.49562213528833,518.240713943624,108.43638762140453
2002,3,1,5.053381191861966,0.5928285525207129,59,51.48962090716419,112.32496315210777,28.234536219257553
2019,6,4,4.097898169424767,1.3030519117724768,591,591.9770038295188,1114.4703734060138,157.2054700788463
2014,2,4,8.252577685377302,1.3491074696722476,805,747.9447534902079,1575.8433752129706,185.77535628201178
2014,2,3,1.1284949198480492,1.6271794166890154,323,291.7475074980052,622.5042428995861,110.68426055716685
2023,9,4,7.2573701047299695,0.6979479794359427,649,639.6506143675228,1195.190470271321,306.44445670149014
2021,7,2,1.9950626499305946,1.269774625635168,805,686.9175311024597,1228.5639750635166,349.9907621759689
2013,3,2,7.3803788842975955,0.7916714666475329,430,503.5722660889701,813.3124528671314,214.2231810461138
2022,1,3,5.92729532541377,0.639794179344042,378,433.59655720538893,726.801543248866,41.21236978019942
2013,8,1,7.746224727491219,1.1157436910908318,528,571.8494677084011,1002.9576864837959,76.6356401633354
2023,6,1,1.7801146051271797,0.7450049721335859,64,53.91907398626448,112.27132912985684,22.002374742185523
2001,7,4,5.471845072798192,0.8326729672884778,565,627.3482595101506,913.2947694184785,241.95027528945008
2012,9,2,5.008703042097577,0.9763318698042527,240,269.5639034984658,461.4395970826472,51.38345686144959
2013,5,1,6.649545463706869,0.8890826011147943,217,240.24196881760452,404.39716485680503,42.46352244137019
2023,1,3,5.274324415149406,0.6313869461089197,570,481.984222263187,1134.5169347008227,236.43048225891383
2018,7,3,5.3258765370648335,0.6348743672895534,670,708.567332494161,1057.1570202482376,82.11033683266606
2006,5,2,4.436767548608517,0.7898741228512522,186,210.87376480375522,299.98680622384114,46.082068980144335
2002,3,3,3.4706753920587268,0.5758387819393085,203,209.281096179037,325.99751221297254,61.37170887449718
2014,9,3,4.8581148900175375,1.4396855295153907,437,462.59200918987,828.669939225262,141.64894827643656
2022,1,2,1.9479388701472047,0.9309900747633529,258,253.7031110767948,411.11104124206526,100.99308418101458
2013,1,4,8.692106711864678,0.9196189516536065,321,324.68601987311234,492.1989026866406,77.66219088849653
2010,1,4,6.715286109012786,0.9979974413566477,192,156.2401427214125,383.86183743222034,66.25415767100984
2014,3,3,8.619736933502775,1.4941944113145824,660,696.6862378009471,998.1896797768992,220.53911161681245
2012,6,4,2.813819058639706,1.8059508222252358,938,780.958994276763,1798.729464214508,299.26556096528594
2017,3,4,8.034728161412225,1.6386303988334576,869,846.4110729926617,1462.2518926537587,309.5319926962329
2005,8,3,7.470319876508308,1.5912938453376424,118,108.21332060990166,226.6553121257111,24.046000874413203
2002,2,4,6.417219299661389,1.2265867784012738,296,301.37866930506686,526.0838326992495,39.62241242442008
2018,9,3,6.000233488681646,1.5407083354511175,310,264.5436256048777,604.7528405703858,45.78968733292819
2014,3,1,3.53239732214296,1.3291435520503747,837,901.1622109806669,1643.1117648145214,158.8901817125261
2024,5,2,7.531286279720246,0.8243757922797934,128,143.10459069073767,192.58228360196966,38.41013429876661
2022,8,2,5.01212369183787,0.8128825516115761,707,611.7966383873647,1087.1582042134507,308.3772098544145
2004,2,4,1.567132607130283,0.9445880103129252,672,565.6393578801859,1092.1205331358074,255.7076503533577
2009,6,4,3.50290528684104,1.8662040064547198,819,702.8708721611389,1502.5846630008539,340.38970193659065
2006,5,4,8.482376788362622,1.321122260569589,654,752.656570192648,1271.4650082592625,157.2152232190655
2024,9,2,7.80544208483877,1.6008580655028042,574,580.4722544992594,993.0033400213673,150.3084990825071
2016,5,1,8.855245584612312,1.0198381397248215,821,810.2485110888639,1480.662464230586,211.38513135931728
2006,2,1,6.023947060832785,1.1115736559978378,987,831.7298261816095,1573.5246773546094,174.4515332028972
2021,5,2,2.9800805851232957,0.6883483679558771,670,710.0810098108658,1274.6638893503646,83.40606438247731
2011,4,1,2.30252039741491,0.7569424367325055,379,434.7887381312956,751.8086771014825,127.4828796726076
2024,7,2,2.495315524867693,1.7410348322392184,238,269.24329475959274,388.9632730168371,117.9734282616398
2016,6,1,1.158365266778035,1.377257947533323,144,151.26075123729416,251.62746851523934,24.00939100513514
2012,2,3,4.1254568878875135,1.0062986988257283,666,552.8542501160059,1027.6766647986226,79.03683602116654
2019,5,3,2.53142144399634,1.704276813493319,57,48.1626522196131,101.4353947091946,23.473322345585675
2024,7,2,4.293243683653619,0.8697798584569745,116,95.08793700189587,203.16143962710748,23.319990710171204
2003,7,1,8.479955454710122,1.9640490479003057,545,492.1304691953583,856.8589419322586,235.36234956693838
2009,5,4,4.44432167605752,1.0172264116192546,240,205.0235008473963,413.047945574169,91.57792003531347
2002,9,1,8.023875975878678,1.0059664312268413,415,375.167974681904,691.8267153079619,198.48180715043355
2008,4,3,5.844038132927012,0.9678678583050578,817,779.4369726089567,1438.6679125621697,215.3374206452804
2012,3,3,2.9770524372911353,0.6831672738864318,570,671.0000747682188,1021.9114855972078,207.9291233947446
2017,4,1,3.846838074073691,0.6667057209980186,166,173.32897036950436,249.7051330243984,47.466357446001176
2014,5,1,1.6713562865714353,1.4721575518011851,316,358.3406865103264,594.2389453060298,111.30641133979991
2003,6,4,3.667700748768084,1.8126770668370704,660,715.5327961880557,1225.2947163143745,184.69411118604265
2014,3,4,6.420327564028272,1.68578076540751,534,451.2306686804885,898.7984651171415,93.69184783618239
2021,2,1,1.5768887434354815,0.7116613910320266,558,610.6574347026655,851.7691260237002,169.1627032519546
2001,4,1,2.6432112678242348,1.3183731826880996,347,315.78372476040647,651.4807956527063,108.067487159517
2014,5,1,4.051528331306492,0.65838731896496,958,1011.3061269683714,1894.5289018690255,406.42339465329377
2007,4,1,8.8563962961277,0.5679419654196162,213,199.4499601543826,345.0761449763445,83.96636413361313
2007,3,2,7.2788945836710415,1.484578789077151,425,509.604284754992,706.2489804191206,155.34457607004552
2016,8,1,6.867893971936831,1.3027285005205256,702,635.6052554426952,1117.518324208117,102.03909643116236
2011,4,4,1.9295276522035678,0.6230355278172063,317,288.9937436941774,566.944375550157,123.07414565615906
2018,2,3,7.2479671489199315,0.5524088696089826,598,701.0168035305256,943.2975769995891,179.47299339999995
2009,2,2,7.282150492128121,1.984634620114002,123,99.61250470810708,206.40592752287483,56.28969717642303
2008,1,1,5.808821564994626,0.5450319982236078,557,600.8223064981482,1029.6181243806923,260.6472441242849
2004,4,3,8.922894255986975,1.1667923795752395,122,132.99592786791086,217.16707496357026,14.89164162136713
2005,9,2,3.6020312473964156,1.2569285369115435,357,405.034860854205,604.4835677325365,152.8876148186196
2019,7,3,8.530179585934814,0.6759202217006676,248,295.06437961533675,424.11095062413517,28.539581129928926
2001,7,1,8.317848919652029,0.7535926676595743,179,213.0530974116163,318.80892399477904,44.18934519976362
2023,7,1,1.0918452779950227,1.0277075096155288,807,666.6713373424546,1212.8664177024696,255.75443213048433
2012,8,4,4.600932211798488,1.6425138143204938,873,985.3862915053136,1343.7695575800008,139.01679888059292
2005,1,1,8.816833864412587,1.2606236360904002,621,657.3433875204936,1205.130630040415,247.4843510421587
2004,8,1,1.8249708992646063,1.4568528118294424,840,889.5069571493586,1292.709175418342,86.80718060183857
2024,4,2,5.382277555066556,1.9777618326360122,664,565.289740508863,1230.6587939418878,111.17990726408019
2000,4,4,8.831660056328833,1.6520081529698145,857,908.48416065757,1679.736353320729,284.79715327377147
2020,4,2,5.443963392846881,1.1515422472118266,881,1051.0268614038798,1440.7361276949127,339.85017686194186
2021,6,3,2.518522423777248,1.1696628826948232,536,624.2939013092574,903.2917051319498,250.12828121757562
2020,7,1,5.657465840740718,1.4281581155615075,902,880.03834241839,1609.5835540359672,344.7431920180123
